urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments,X,name,url_location
https://www.plugshare.com/location/7621,Broken Hardware, Kilowatts,J-1772,Lev,Tesla Model 3,"Feb 21, 2020","Feb 21, 2020check_circlecancelaccess_timeinfoLev solarpowerTesla Model 3Broken Hardware J-1772  Volts  Amps  Kilowatts Middle and right charger broken.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7621,"", Kilowatts,J-1772,Jamas,Hyundai Kona Electric 2019,"Feb 3, 2020","Feb 3, 2020check_circlecancelaccess_timeinfoJamas solarpowerHyundai Kona Electric 2019 J-1772  Volts  Amps  Kilowatts Middle charger still broken.  Reported multiple times to attendant over the course of several months and still nothing...(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7621,"", Kilowatts,J-1772,dropkin,Tesla Model 3,"Dec 19, 2019","Dec 19, 2019check_circlecancelaccess_timeinfodropkin solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts Middle charger still broken(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7621,Broken Hardware, Kilowatts,J-1772,Will,Chevrolet Volt Gen2,"Oct 25, 2019","Oct 25, 2019check_circlecancelaccess_timeinfoWill solarpowerChevrolet Volt Gen2Broken Hardware J-1772  Volts  Amps  Kilowatts Middle charger is broken(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7621,"", Kilowatts,J-1772,aPizzaBagel,Fiat 500e 2013,"Sep 13, 2019","Sep 13, 2019check_circlecancelaccess_timeinfoaPizzaBagel solarpowerFiat 500e 2013 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7621,"", Kilowatts,J-1772,TrailRunner,Chevrolet Bolt EV 2017,"Aug 27, 2019","Aug 27, 2019check_circlecancelaccess_timeinfoTrailRunner solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts Middle charger broken. The attendant could care less.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",325109,"Summer Street Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7621
https://www.plugshare.com/location/7638,Could Not Activate, Kilowatts,J-1772,Chalupacabra,Polestar 2 2024,"Mar 19, 2025","Mar 19, 2025check_circlecancelaccess_timeinfoChalupacabra solarpowerPolestar 2 2024Could Not Activate J-1772  Volts  Amps  Kilowatts Charger behind column fails(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,Stephon Lewis,"","Oct 14, 2024","Oct 14, 2024check_circlecancelaccess_timeinfoStephon Lewis solarpower J-1772  Volts  Amps 6 Kilowatts Looks like 2 out of the 3 charges work. Free. Don’t have to pay for parking. 4h charging limit. 2h parking limit (non EV use)(edited)  Was this helpful? 1 driver found this helpful 1 drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,KEITH eldridge,"","Aug 12, 2024","Aug 12, 2024check_circlecancelaccess_timeinfoKEITH eldridge solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Mikeykun,Hyundai Kona Electric 2021,"Dec 5, 2023","Dec 5, 2023check_circlecancelaccess_timeinfoMikeykun solarpowerHyundai Kona Electric 2021 J-1772  Volts  Amps 0 Kilowatts Only the pillar charger currently works(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,Alisha,Tesla Model Y,"Sep 12, 2023","Sep 12, 2023check_circlecancelaccess_timeinfoAlisha solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts Charger worked(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,Alisha,Tesla Model Y,"Sep 12, 2023","Sep 12, 2023check_circlecancelaccess_timeinfoAlisha solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts Charger worked(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Nathan Maldonado,Smart EQ Fortwo 2017,"Sep 11, 2023","Sep 11, 2023check_circlecancelaccess_timeinfoNathan Maldonado solarpowerSmart EQ Fortwo 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,Tom,Tesla Model 3,"Jun 18, 2023","Jun 18, 2023check_circlecancelaccess_timeinfoTom solarpowerTesla Model 3 J-1772  Volts  Amps 6 Kilowatts Works great! Garage is marked as 2 hour maximum, however EV spaces are marked for 4 hour maximum. Three spots, two provide 200V/30A for 6kW, while one provides 200V/32A for 6.4kW. Chargers are on second floor next to elevator.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,Sky Zangas,"","May 28, 2023","May 28, 2023check_circlecancelaccess_timeinfoSky Zangas solarpower J-1772  Volts  Amps 6 Kilowatts Awesome location but some moron has been supergluing Tesla adapters to the stations occasionally rendering one station useless to other vehicles. I’ve reported this to security and they’ve removed it twice now.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,EFD,Kia Niro EV 2020,"May 21, 2023","May 21, 2023check_circlecancelaccess_timeinfoEFD solarpowerKia Niro EV 2020 J-1772  Volts  Amps  Kilowatts Three chargers but room for four cars. Parked overnight on a Saturday night and there was no fee for parking. Their charger is hidden behind garage support column.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,markdlee,Ioniq Plug-In Hybrid,"May 17, 2023","May 17, 2023check_circlecancelaccess_timeinfomarkdlee solarpowerIoniq Plug-In Hybrid J-1772  Volts  Amps  Kilowatts Left-side charger working fine. Nobody here at 6:45 on a Tuesday evening.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,AK,Tesla Model 3,"Apr 20, 2023","Apr 20, 2023check_circlecancelaccess_timeinfoAK solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts Station working but is loose. Initially I thought station isn’t working but after pressing the buttons tightly , I got it working(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,SD,BMW i3,"Apr 6, 2023","Apr 6, 2023check_circlecancelaccess_timeinfoSD solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,Blocked By Vehicle,0 Kilowatts,J-1772,David,Chevrolet Volt Plug-In Hybrid 2019,"Oct 11, 2022","Oct 11, 2022check_circlecancelaccess_timeinfoDavid solarpowerChevrolet Volt Plug-In Hybrid 2019Blocked By Vehicle J-1772  Volts  Amps 0 Kilowatts Of 3, only 2 stations are working. One is out of order.  Same 2 cars every day plugged in for hours even though they are fully charged. Blocked from charging.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Cookie,Prius Plug-In Hybrid,"Aug 24, 2022","Aug 24, 2022check_circlecancelaccess_timeinfoCookie solarpowerPrius Plug-In Hybrid J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Yves Theusme,"","Aug 19, 2022","Aug 19, 2022check_circlecancelaccess_timeinfoYves Theusme solarpower J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Andy,Honda Clarity Plug-In Hybrid 2017,"May 21, 2022","May 21, 2022check_circlecancelaccess_timeinfoAndy solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772  Volts  Amps  Kilowatts All three working but didn’t lock in well and start charging at first. Flicked the lock/release button on the charger handle  and then it connected(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Andy,Honda Clarity Plug-In Hybrid 2017,"May 20, 2022","May 20, 2022check_circlecancelaccess_timeinfoAndy solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,my bolt,Chevrolet Bolt EV 2020,"Feb 15, 2022","Feb 15, 2022check_circlecancelaccess_timeinfomy bolt solarpowerChevrolet Bolt EV 2020 J-1772  Volts  Amps 0 Kilowatts Took the last spot(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,RobandJulie,Tesla Model Y,"Feb 10, 2022","Feb 10, 2022check_circlecancelaccess_timeinfoRobandJulie solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,RobandJulie,Tesla Model Y,"Feb 10, 2022","Feb 10, 2022check_circlecancelaccess_timeinfoRobandJulie solarpowerTesla Model Y J-1772  Volts  Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Queens Joe,Nissan LEAF 2021,"Jan 27, 2022","Jan 27, 2022check_circlecancelaccess_timeinfoQueens Joe solarpowerNissan LEAF 2021 J-1772  Volts  Amps  Kilowatts Working(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",3 Kilowatts,J-1772,Johnny S,Tesla Model Y,"Jan 9, 2022","Jan 9, 2022check_circlecancelaccess_timeinfoJohnny S solarpowerTesla Model Y J-1772  Volts  Amps 3 Kilowatts Free charger yay!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Queens Joe,Nissan LEAF 2021,"Sep 30, 2021","Sep 30, 2021check_circlecancelaccess_timeinfoQueens Joe solarpowerNissan LEAF 2021 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",7 Kilowatts,J-1772,Mikeykun,Hyundai Kona Electric 2021,"Sep 10, 2021","Sep 10, 2021check_circlecancelaccess_timeinfoMikeykun solarpowerHyundai Kona Electric 2021 J-1772  Volts  Amps 7 Kilowatts One of the ground chargers worked (believed it was the one on the left) pillar charger is also currently working. On second floor of government center.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Larry S,Honda Clarity Plug-In Hybrid 2017,"Aug 30, 2021","Aug 30, 2021check_circlecancelaccess_timeinfoLarry S solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772  Volts  Amps  Kilowatts Only the charger on the pillar was functional.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Larry S,Honda Clarity Plug-In Hybrid 2017,"Aug 30, 2021","Aug 30, 2021check_circlecancelaccess_timeinfoLarry S solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772  Volts  Amps  Kilowatts First two units did not work. Only the charger on the pillar was functional.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Cookie,Prius Plug-In Hybrid,"Jun 24, 2021","Jun 24, 2021check_circlecancelaccess_timeinfoCookie solarpowerPrius Plug-In Hybrid J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Jack,Tesla Model 3,"Jun 5, 2021","Jun 5, 2021check_circlecancelaccess_timeinfoJack solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,aaantony,Tesla Model 3,"Mar 14, 2021","Mar 14, 2021check_circlecancelaccess_timeinfoaaantony solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Jorge,Tesla Model S,"Jan 23, 2021","Jan 23, 2021check_circlecancelaccess_timeinfoJorge solarpowerTesla Model S J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Jorge,Tesla Model S,"Jan 10, 2021","Jan 10, 2021check_circlecancelaccess_timeinfoJorge solarpowerTesla Model S J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,2064Brandon,Tesla Model 3,"Jul 14, 2020","Jul 14, 2020check_circlecancelaccess_timeinfo2064Brandon solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,charcoalphoto,Chevrolet Spark EV,"Jan 27, 2020","Jan 27, 2020check_circlecancelaccess_timeinfocharcoalphoto solarpowerChevrolet Spark EV J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Marnen,Prius Plug-In Hybrid,"Dec 28, 2019","Dec 28, 2019check_circlecancelaccess_timeinfoMarnen solarpowerPrius Plug-In Hybrid J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Duncan,Chevrolet Volt Gen2,"Aug 22, 2019","Aug 22, 2019check_circlecancelaccess_timeinfoDuncan solarpowerChevrolet Volt Gen2 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Em,Tesla Model S,"Jul 14, 2019","Jul 14, 2019check_circlecancelaccess_timeinfoEm solarpowerTesla Model S J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",0 Kilowatts,J-1772,Audrey,Toyota Prius Prime,"Jul 2, 2019","Jul 2, 2019check_circlecancelaccess_timeinfoAudrey solarpowerToyota Prius Prime J-1772  Volts  Amps 0 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,"",A LEAF EZ-Charge® App user,"","Jun 13, 2019","Jun 13, 2019check_circlecancelaccess_timeinfoA LEAF EZ-Charge® App user solarpower   Volts  Amps  Kilowatts Charge in progress@ 6.6 kw(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Keith jenkins,Smart Fortwo ED,"Apr 9, 2019","Apr 9, 2019check_circlecancelaccess_timeinfoKeith jenkins solarpowerSmart Fortwo ED J-1772 0 Volts 0 Amps  Kilowatts Good free charge and park 4 hrs free(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,James Reddington,Nissan LEAF 2017,"Jan 16, 2019","Jan 16, 2019check_circlecancelaccess_timeinfoJames Reddington solarpowerNissan LEAF 2017 J-1772  Volts  Amps  Kilowatts OK charging. But my Leaf cannot display the charging rate (either kW or Amps). Which of the three is the faster charger?(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,cschelz,Tesla Model 3,"Nov 29, 2018","Nov 29, 2018check_circlecancelaccess_timeinfocschelz solarpowerTesla Model 3 J-1772 203 Volts 32 Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Raudy,Hyundai Ioniq Electric,"Jul 12, 2018","Jul 12, 2018check_circlecancelaccess_timeinfoRaudy solarpowerHyundai Ioniq Electric J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"",6 Kilowatts,J-1772,PlugSharer,"","Mar 2, 2018","Mar 2, 2018check_circlecancelaccess_timeinfoPlugSharer solarpower J-1772 207 Volts 30 Amps 6 Kilowatts Good charger; used the one on the back of the pole.  Had to enter on Washington Blvd entrance - Tresser entrance and the office building had closed.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Keith jenkins,Smart Fortwo ED,"Nov 11, 2017","Nov 11, 2017check_circlecancelaccess_timeinfoKeith jenkins solarpowerSmart Fortwo ED J-1772 0 Volts 0 Amps  Kilowatts One is slow, .9kwh 2 plugs are quick(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Keith jenkins,Smart Fortwo ED,"Nov 11, 2017","Nov 11, 2017check_circlecancelaccess_timeinfoKeith jenkins solarpowerSmart Fortwo ED J-1772 0 Volts 0 Amps  Kilowatts Very slow .9kw charge(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Alexander,BMW i3,"Sep 9, 2017","Sep 9, 2017check_circlecancelaccess_timeinfoAlexander solarpowerBMW i3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Reina,Chevrolet Volt Gen2,"Jun 8, 2017","Jun 8, 2017check_circlecancelaccess_timeinfoReina solarpowerChevrolet Volt Gen2 J-1772 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Dorothee,Nissan LEAF 2010,"Jun 7, 2017","Jun 7, 2017check_circlecancelaccess_timeinfoDorothee solarpowerNissan LEAF 2010 J-1772 0 Volts 0 Amps  Kilowatts Most reliable charger in the city. Glad those tax dollars are working hard, lol.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7638,"", Kilowatts,J-1772,Steve,Chevrolet Volt Plug-In Hybrid 2019,"May 29, 2017","May 29, 2017check_circlecancelaccess_timeinfoSteve solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",388823,"Stamford Government Center Garage | Stamford, CT | EV Station",https://www.plugshare.com/location/7638
https://www.plugshare.com/location/7813,"", Kilowatts,J-1772,Zach Marks,Polestar 2020,"Mar 23, 2023","Mar 23, 2023check_circlecancelaccess_timeinfoZach Marks solarpowerPolestar 2020 J-1772  Volts  Amps  Kilowatts Overpriced slow charger. Cost $10. Stayed 22 minutes and my battery only went up 2%. Don’t waste your time.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,Could Not Activate,0 Kilowatts,J-1772,Alexander Campos,Hyundai Ioniq Electric 2019,"Sep 7, 2022","Sep 7, 2022check_circlecancelaccess_timeinfoAlexander Campos solarpowerHyundai Ioniq Electric 2019Could Not Activate J-1772  Volts  Amps 0 Kilowatts Station needed an update. Informed Chargepoint, update will depend on whether BMW wants to pay for the installation (about 400$)(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,"",7 Kilowatts,J-1772,George D-EV,Hyundai Ioniq Electric 2020,"Sep 14, 2021","Sep 14, 2021check_circlecancelaccess_timeinfoGeorge D-EV solarpowerHyundai Ioniq Electric 2020 J-1772  Volts  Amps 7 Kilowatts Its free(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,Could Not Activate, Kilowatts,J-1772,hartslief,X5 xDrive40e Plug-In Hybrid,"Mar 17, 2019","Mar 17, 2019check_circlecancelaccess_timeinfohartslief solarpowerX5 xDrive40e Plug-In HybridCould Not Activate J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,"", Kilowatts,J-1772,hartslief,X5 xDrive40e Plug-In Hybrid,"Mar 17, 2019","Mar 17, 2019check_circlecancelaccess_timeinfohartslief solarpowerX5 xDrive40e Plug-In Hybrid J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,"", Kilowatts,J-1772,hartslief,X5 xDrive40e Plug-In Hybrid,"Mar 17, 2019","Mar 17, 2019check_circlecancelaccess_timeinfohartslief solarpowerX5 xDrive40e Plug-In Hybrid J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,"", Kilowatts,"",J.,Chevrolet Bolt EV 2017,"Sep 5, 2017","Sep 5, 2017check_circlecancelaccess_timeinfoJ. solarpowerChevrolet Bolt EV 2017   Volts  Amps  Kilowatts Have used 3 times: 8/18/17 1 hour; 8/27/17 1 hour; 9/4/17 for 1.5 hours. The 1st time is was still free; last 2 visits it was $9.95 flat rate charge fee. We like this location for EZ on/off from I95; easy walking to many restaurants (Shake Shack!!)/coffee shops/Whole Foods to kill time while charging and waiting out NYC inbound traffic. If you have a Chevy - try the nearby dealer, as they have free L2 charging for GM brands. For late night visits - walk to the 24/7 Dunkin' Donuts. This is just a great EV stop, very pedestrian-friendly for through drivers. Just a bummer the BMW dealer starting charging.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
https://www.plugshare.com/location/7813,"", Kilowatts,"",PlugSharer,"","Nov 25, 2015","Nov 25, 2015check_circlecancelaccess_timeinfoPlugSharer solarpower   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",326780,"BMW of Darien | Darien, CT | EV Station",https://www.plugshare.com/location/7813
